,school,sex,age,Medu,Fedu,guardian,traveltime,studytime,failures,schoolsup,famsup,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3,address_type_Urban,famsize_BIG_FAMILY,Pstatus_Together,Mjob_at_home,Mjob_health,Mjob_services,Mjob_teacher,Fjob_at_home,Fjob_health,Fjob_services,Fjob_teacher,reason_course,reason_home,reason_reputation,tutor
65,GP,F,16,4,3,mother,3,2,0,0,1,1,1,1,1,0,5,4,3,1,2,1,2,16,15,16,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0
66,GP,M,15,4,4,mother,1,4,0,0,1,1,0,1,1,1,1,3,3,5,5,3,0,11,12,12,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0
67,GP,F,16,3,1,mother,1,4,0,1,1,0,1,1,1,0,4,3,3,1,2,5,0,10,9,10,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0
68,GP,F,15,2,2,mother,2,2,0,1,1,0,1,1,1,0,4,1,3,1,3,4,0,11,10,11,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
69,GP,F,15,3,1,father,2,4,0,0,1,0,0,1,1,0,4,4,2,2,3,3,6,15,15,15,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
70,GP,M,16,3,1,father,2,4,0,0,1,0,1,1,1,0,4,3,2,1,1,5,2,13,11,11,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0
71,GP,M,15,4,2,mother,1,4,0,0,0,0,1,1,1,0,3,3,3,1,1,3,0,11,9,10,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
72,GP,F,15,1,1,mother,1,2,0,1,1,0,0,1,1,1,3,3,4,2,4,5,2,13,11,11,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
73,GP,M,16,3,1,mother,1,1,0,0,0,1,1,1,0,0,5,3,2,2,2,5,0,13,13,14,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0
74,GP,F,16,3,3,mother,1,2,0,1,1,1,1,1,1,0,4,3,3,2,4,5,4,11,11,11,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0
75,GP,M,15,4,3,mother,1,2,0,0,1,1,1,1,1,0,4,3,3,2,3,5,0,11,11,11,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0
76,GP,M,15,4,0,mother,2,4,0,0,0,1,1,1,1,0,3,4,3,1,1,1,0,12,11,11,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0
77,GP,F,16,2,2,mother,1,4,0,0,0,0,1,1,1,1,5,2,3,1,3,3,1,13,13,13,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0
78,GP,M,17,2,1,mother,2,1,3,1,1,1,1,0,1,0,4,5,1,1,1,3,0,9,9,10,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
79,GP,F,16,3,4,mother,1,2,0,0,1,0,1,1,1,0,2,4,3,1,2,3,14,12,11,11,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0
80,GP,M,15,2,3,father,1,1,0,1,1,1,0,1,1,1,3,2,2,1,3,3,0,11,11,12,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
81,GP,M,15,2,3,mother,1,3,0,1,0,0,0,1,1,0,5,3,2,1,2,5,2,10,9,9,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
82,GP,F,15,3,2,mother,1,2,0,0,1,0,1,1,1,0,4,4,4,1,1,5,4,12,11,11,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
83,GP,M,15,2,2,mother,2,2,0,0,0,1,1,1,1,0,5,3,3,1,3,4,2,13,12,13,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1
84,GP,F,15,1,1,father,1,2,0,0,1,1,0,1,1,0,4,3,2,2,3,4,2,13,12,12,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
85,GP,F,15,4,4,father,2,2,0,0,0,0,1,1,1,1,4,4,4,2,3,5,4,12,11,12,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0
86,GP,F,16,2,2,mother,1,2,0,0,1,0,1,1,0,0,4,3,4,1,2,2,6,13,11,11,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0
87,GP,F,15,4,2,mother,1,3,0,0,1,1,1,1,1,0,5,3,3,1,3,1,4,15,15,15,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0
88,GP,M,16,2,2,father,2,2,0,0,0,1,0,1,1,0,4,4,2,1,1,3,6,12,10,11,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0
89,GP,M,16,4,4,mother,1,2,0,0,1,0,1,1,0,0,4,1,3,3,5,5,6,9,9,10,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
90,GP,F,16,3,3,mother,1,3,0,0,1,0,1,1,1,1,4,3,3,1,3,4,2,9,11,11,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
91,GP,F,15,4,3,mother,1,1,0,0,0,1,1,1,1,0,4,5,5,1,3,1,6,14,13,13,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0
92,GP,F,16,3,1,father,1,2,0,1,1,0,1,1,0,0,3,3,3,2,3,2,0,12,13,12,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
93,GP,F,16,4,2,mother,2,2,0,0,1,1,1,1,1,0,5,3,3,1,1,1,2,13,14,14,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0
94,GP,M,15,2,2,mother,1,4,0,0,1,1,1,1,1,0,4,3,4,1,1,4,2,11,12,12,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0
95,GP,F,15,1,1,mother,2,4,0,1,1,1,1,1,1,0,3,1,2,1,1,1,4,13,13,13,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1
96,GP,M,16,4,3,mother,2,1,0,1,1,1,0,1,1,0,3,3,3,1,1,4,6,9,11,11,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1
97,GP,F,16,2,1,mother,1,2,0,0,1,0,1,1,0,1,4,3,5,1,1,5,0,13,12,12,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
98,GP,F,16,4,4,mother,1,1,0,0,0,1,0,1,1,0,5,3,4,1,2,1,4,12,13,13,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0
99,GP,F,16,4,3,mother,1,3,0,1,1,0,1,1,1,0,5,3,5,1,1,3,2,12,13,13,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0
100,GP,M,16,4,4,mother,1,1,0,1,1,1,1,1,1,0,4,5,5,5,5,4,12,9,9,8,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0
101,GP,M,16,4,4,father,1,3,0,0,1,1,1,1,1,1,4,4,3,1,1,4,0,16,16,16,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0
102,GP,M,15,4,4,mother,1,1,0,0,1,1,0,1,1,0,5,3,3,1,1,5,2,12,13,12,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1
103,GP,F,15,3,2,mother,2,2,0,1,1,0,1,1,1,0,4,3,5,1,1,2,16,11,10,10,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0
104,GP,M,15,3,4,mother,1,2,0,0,1,1,1,1,1,0,5,4,4,1,1,1,0,16,16,16,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
105,GP,F,15,3,3,father,1,4,0,1,0,0,1,1,0,0,4,3,3,1,1,4,10,10,10,10,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
106,GP,F,15,2,2,mother,1,4,0,1,1,0,1,1,1,0,5,1,2,1,1,3,4,10,10,10,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
107,GP,M,16,3,3,father,1,3,0,0,1,1,1,1,1,0,5,3,3,1,1,5,4,13,14,14,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0
108,GP,M,15,4,4,father,4,4,0,0,1,1,1,1,1,1,1,3,5,3,5,1,8,12,10,11,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
109,GP,F,16,4,4,mother,1,3,0,0,1,1,1,1,1,1,5,4,5,1,1,4,2,15,15,14,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0
110,GP,M,15,4,4,mother,1,1,0,0,0,1,1,1,1,0,5,5,3,1,1,4,4,13,14,14,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0
111,GP,F,16,3,3,father,1,3,0,1,1,1,1,1,1,0,4,1,2,1,1,2,4,11,11,11,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0
112,GP,F,16,2,2,mother,1,2,1,1,0,1,1,1,1,0,3,1,2,1,1,5,12,8,10,10,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0
113,GP,M,15,4,2,mother,1,1,0,0,0,0,1,1,1,0,3,5,2,1,1,3,10,18,17,18,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0
114,GP,M,15,2,1,mother,1,2,0,0,0,1,1,1,1,1,5,4,2,1,1,5,4,10,9,10,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0
115,GP,M,16,4,4,father,1,2,0,0,1,1,1,1,1,0,5,4,4,1,2,5,6,16,14,14,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0
116,GP,M,15,4,4,father,2,2,0,0,1,1,1,1,0,0,4,4,3,1,1,2,4,16,15,16,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0
117,GP,M,16,3,3,father,2,1,0,0,0,1,1,1,1,0,5,4,2,1,1,5,6,14,14,15,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0
118,GP,M,17,1,3,father,3,2,1,0,1,1,1,1,1,0,5,2,4,1,4,5,14,12,11,11,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
119,GP,M,15,3,4,father,1,1,0,0,0,0,1,1,1,0,3,4,3,1,2,4,2,14,13,14,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0
120,GP,F,15,1,2,mother,1,2,0,0,0,0,0,1,1,0,3,2,3,1,2,1,0,14,14,14,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0
121,GP,M,15,2,2,father,1,4,0,0,1,1,1,1,1,0,5,5,4,1,2,5,6,14,13,13,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0
122,GP,F,16,2,4,father,2,2,0,0,1,1,1,1,1,1,4,2,2,1,2,5,2,14,12,13,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
123,GP,M,16,4,4,mother,1,1,0,0,1,1,1,1,1,0,3,4,4,1,4,5,4,12,13,13,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0
124,GP,F,16,2,2,mother,1,2,0,0,0,0,1,1,1,1,5,4,4,1,1,5,0,12,11,11,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
125,GP,M,15,3,4,father,1,1,0,1,0,0,1,1,1,0,5,5,5,3,2,5,2,9,9,9,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0
126,GP,F,15,3,4,mother,1,2,0,1,0,1,1,1,1,1,5,3,2,1,1,1,0,10,11,11,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
127,GP,F,19,0,1,other,1,2,2,0,1,0,0,0,0,0,3,4,2,1,1,5,0,9,10,11,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0
128,GP,M,16,4,4,mother,1,1,0,0,0,1,1,1,1,0,3,5,5,2,5,4,8,14,14,15,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0
129,GP,M,16,2,3,mother,2,3,0,0,1,0,0,1,1,1,3,2,3,2,2,1,4,13,12,13,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
130,GP,F,15,3,4,father,2,3,0,0,1,0,1,1,1,1,4,2,2,2,2,5,0,10,11,12,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0
131,GP,F,18,2,1,mother,1,2,3,0,1,1,1,0,1,1,5,4,5,1,3,5,10,10,9,8,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0
132,GP,F,17,2,1,mother,3,1,0,0,1,0,1,1,1,0,3,2,2,1,2,5,8,11,10,11,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
133,GP,F,15,1,1,mother,3,1,0,0,1,1,0,1,1,1,4,3,3,1,2,4,6,11,12,13,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0
134,GP,F,17,2,2,father,1,1,0,0,1,0,1,1,1,1,3,4,4,1,3,5,2,13,12,12,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
135,GP,F,16,3,4,father,1,1,0,0,0,0,1,1,1,0,3,2,1,1,4,5,12,15,13,14,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
136,GP,M,16,2,1,mother,4,1,0,0,0,0,1,1,0,0,3,2,1,1,1,2,4,9,9,11,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0
137,GP,F,16,2,2,mother,1,1,1,0,0,0,1,1,0,0,5,3,4,1,1,5,12,13,11,11,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
138,GP,M,15,3,4,mother,4,2,0,0,1,0,1,1,0,1,5,3,3,1,1,5,2,12,11,11,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0
139,GP,F,15,4,4,mother,1,3,0,0,1,1,1,1,1,1,4,3,3,1,1,5,4,13,14,15,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0
140,GP,M,17,3,4,mother,3,2,0,0,0,0,1,1,0,0,5,4,5,2,4,5,2,10,9,10,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0
141,GP,F,16,1,1,mother,4,2,0,0,1,0,1,1,0,0,5,1,3,1,1,3,0,14,13,13,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0
142,GP,M,18,3,1,mother,2,1,0,0,0,1,1,1,1,1,3,3,4,4,5,4,2,11,11,12,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0
143,GP,F,18,3,2,other,1,3,0,0,1,1,0,1,1,1,4,3,3,5,1,5,10,12,11,11,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
144,GP,F,16,1,1,mother,2,1,0,0,1,1,1,1,0,1,3,3,3,1,2,1,8,12,11,11,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0
145,GP,F,16,3,3,other,2,1,0,0,1,1,0,1,1,1,4,3,2,1,1,5,4,9,9,10,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
146,GP,M,16,1,1,mother,1,2,2,0,0,0,1,1,0,1,4,4,4,1,3,5,0,10,10,10,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
147,GP,F,15,4,4,mother,2,1,0,0,0,1,1,1,1,0,4,3,2,1,1,5,6,13,14,14,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0
148,GP,F,15,1,1,mother,3,1,1,0,0,1,1,1,1,1,5,5,5,1,1,1,2,8,9,9,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
149,GP,M,15,4,3,father,2,4,0,1,1,0,1,1,1,0,2,2,2,1,1,3,6,9,11,11,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0
150,GP,F,15,3,3,mother,1,2,0,0,0,0,0,1,0,1,1,3,2,2,3,1,24,9,8,9,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0
151,GP,M,16,4,4,mother,1,3,0,0,1,1,1,1,1,0,5,3,3,1,3,5,0,15,13,13,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0
152,GP,M,16,2,2,father,2,1,0,0,1,1,1,1,1,0,2,3,3,2,2,2,4,12,11,11,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0
153,GP,F,15,4,4,mother,1,3,0,0,1,1,1,1,1,0,4,2,2,1,1,5,2,13,13,13,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0
154,GP,F,16,1,1,mother,1,1,0,0,0,0,1,1,1,0,3,4,4,3,3,1,4,10,11,11,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0
155,GP,M,17,2,1,mother,1,1,0,0,1,0,1,1,1,0,5,4,5,1,2,5,22,9,7,6,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
156,GP,F,15,1,1,father,1,2,0,0,1,0,1,1,1,0,4,4,2,1,2,5,0,12,12,12,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
157,GP,F,15,2,1,mother,2,1,0,0,1,1,1,0,1,1,4,4,2,1,1,5,0,11,10,10,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
